experience,country,education,languages,frameworks,company_size,salary_usd
32,France,,"Swift, JavaScript","Spring, ASP.NET",201-1000,127829
24,USA,Some College,"PHP, Go","Express, Ruby on Rails",5000+,
6,Australia,Bachelors,"Python, JavaScript","Flask, Flask",201-1000,73069
21,Brazil,PhD,"Python, C++","ASP.NET, React",201-1000,134758
25,Japan,masters,"C#, PHP","Spring, Ruby on Rails",11-50,-33230
26,USA,Some College,"Python, C++","ASP.NET, Vue",201-1000,143662
,Canada,Masters,"C++, Swift","ASP.NET, React",1001-5000,204779
1,U.S.A.,Bachelors,"Java, JavaScript","Express, Django",5000+,91252
28,India,Master,"Go, JavaScript","React, Ruby on Rails",5000+,117833
11,USA,Bachelors,"Swift, PHP","Flask, Angular",1-10,119927
35,UK,Master,"C++, C++","ASP.NET, Vue",201-1000,208930
28,Canada,Masters,"C++, JavaScript","Ruby on Rails, Ruby on Rails",201-1000,182668
N/A,USA,PhD,"PHP, Swift","ASP.NET, Express",1-10,156910
14,USA,Bachelors,"Ruby, Swift","Spring, Angular",1001-5000,
18,India,Some College,"C++, C++","Vue, Angular",5000+,92695
19,India,Bachelors,"Rust, Go","Angular, Flask",201-1000,78170
14,France,Bachelors,"Go, Python","React, Vue",11-50,110039
1,Canada,Masters,"PHP, Go","Laravel, Vue",51-200,
30,UK,Bachelors,"C++, Python","Vue, Django",201-1000,147029
3,United Kingdom,Some College,"Java, PHP","Spring, Express",51-200,71671
25,Germany,PhD,,"Laravel, Ruby on Rails",1-10,129593
26,USA,High School,"C#, Go","Laravel, Spring",11-50,181468
11,UK,,"Java, Ruby","Spring, React",51-200,83960
9,UK,Masters,"Go, PHP","ASP.NET, Express",1-10,86594
18,Canada,,"PHP, Ruby","Angular, React",11-50,126489
3,USA,Masters,"Java, Java","Laravel, Django",5000+,118941
11,USA,Bachelors,"Swift, C#","ASP.NET, Vue",51-200,106337
35,UK,Bachelors,,"React, Django",51-200,142470
1,Germany,Masters,"Python, Rust","Flask, Django",11-50,86856
26,Germany,Bachelors,,"Ruby on Rails, Ruby on Rails",1-10,161318
72,USA,Master,"Rust, C#","Django, Django",51-200,152865
39,Germany,Bachelor,"Go, C#","Express, Django",51-200,192447
37,USA,Bachelors,"Python, Swift","ASP.NET, Spring",51-200,190435
30,UK,Bachelors,"C#, C++","React, Flask",5000+,187016
5,USA,,"Rust, JavaScript","Laravel, Django",201-1000,84090
3,UK,Masters,"Rust, Python","Ruby on Rails, Express",5000+,85295
30,India,PhD,"C#, JavaScript","Spring, Flask",51-200,142996
10,France,Some College,"Ruby, Java","Spring, Laravel",51-200,
0,UK,Masters,"Ruby, Python","Django, Flask",5000+,73736
23,UK,Bachelors,"Swift, Swift","Vue, Ruby on Rails",1-10,109222
31,Singapore,Bachelors,"Python, C++","React, Laravel",5000+,157436
31,Germany,,"Java, C#","Vue, Ruby on Rails",11-50,167814
29,US,Bachelors,"Go, Go","ASP.NET, ASP.NET",51-200,167221
25,USA,Bachelors,"Go, Java","ASP.NET, Spring",51-200,
9,USA,,"Ruby, C++","Laravel, Angular",201-1000,106730
8,USA,Masters,"Python, Rust","Angular, Vue",51-200,100625
8,USA,Some College,"C#, Swift","Django, Vue",201-1000,?
21,France,Masters,"C++, C++",,11-50,105901
23,Singapore,Bachelors,"Python, Go","React, Spring",51-200,121321
30,USA,Masters,"Go, Swift","Spring, Django",1001-5000,222010
24,USA,PhD,"Ruby, JavaScript","Express, ASP.NET",11-50,
5,India,Some College,"Go, Go","Flask, ASP.NET",5000+,38652
7,Canada,Masters,,"Django, Laravel",1-10,87648
27,USA,Bachelors,"Java, JavaScript","Django, Django",5000+,186584
10,USA,Masters,"C++, Go","Vue, Angular",11-50,137576
7,USA,Bachelors,"Swift, Java","React, ASP.NET",1001-5000,100453
6,USA,Bachelors,"C#, Swift","Django, Vue",5000+,-17309
3,USA,Masters,"PHP, Python","React, Ruby on Rails",201-1000,92569
37,France,Some College,"Go, JavaScript","Django, Django",5000+,153683
,Germany,some college,"C#, PHP",,1001-5000,56940
7,France,Bachelors,"JavaScript, Java","ASP.NET, ASP.NET",51-200,67147
17,India,Bachelors,"Swift, Go","Angular, Spring",1001-5000,77832
7,India,Masters,,"Ruby on Rails, React",51-200,47199
1,India,PhD,"Go, Rust","Vue, Angular",11-50,38625
15,Australia,,"Swift, Java","Flask, Django",1-10,88783
37,USA,Bachelors,,"Ruby on Rails, Laravel",11-50,218727
27,Canada,High School,"JavaScript, C++","Laravel, ASP.NET",51-200,123592
15,Australia,Bachelors,"Swift, C++",,1001-5000,105767
15,Germany,Bachelors,"Go, Ruby","Spring, Vue",201-1000,105488
33,Germany,Bachelors,,"Vue, Django",11-50,159944
32,USA,Masters,"Java, Go","Django, Vue",1-10,187085
18,USA,Bachelors,"C#, Swift","Flask, Laravel",201-1000,155571
8,USA,Bachelors,"Swift, Rust","Spring, ASP.NET",11-50,132972
31,India,Bachelors,"Python, Python","React, Spring",11-50,103603
36,India,,"Python, Swift","Angular, Spring",1-10,153378
28,USA,Bachelors,"Go, Python","Flask, Flask",11-50,185417
29,Brazil,Masters,"JavaScript, Java","Flask, Django",11-50,156014
9,Canada,Bachelors,"Swift, Swift","Django, Angular",201-1000,87319
18,UK,Some College,"Ruby, Go","React, ASP.NET",1001-5000,
34,India,PhD,"PHP, Python","Angular, Django",1001-5000,109733
19,UK,,"Java, JavaScript","Laravel, Ruby on Rails",5000+,128042
32,USA,Masters,"JavaScript, C++","Ruby on Rails, Ruby on Rails",11-50,210872
37,Australia,Bachelors,"Java, Java","Laravel, Spring",5000+,193173
16,USA,,"Swift, Go","Vue, React",5000+,143156
6,India,Bachelors,"PHP, C++","Spring, Spring",1001-5000,37826
14,GERMANY,Some College,"Rust, Ruby","ASP.NET, Ruby on Rails",11-50,95379
35,USA,Bachelors,,"Angular, Django",51-200,227817
25,UK,Bachelors,"Rust, Java","Spring, Flask",51-200,
,Brazil,Bachelors,,,51-200,86740
19,India,Bachelors,,"Laravel, Spring",11-50,69933
13,UK,,"PHP, Java","Django, Flask",11-50,116821
17,GERMANY,Bachelors,"JavaScript, C++","Django, Express",51-200,105588
28,UK,Bachelors,"PHP, Python","Ruby on Rails, Express",1-10,164780
13,India,Masters,"C++, Go","React, Angular",1001-5000,56009
8,UK,Masters,"Go, Swift","ASP.NET, Laravel",201-1000,79923
31,Canada,Masters,"Go, JavaScript","Ruby on Rails, Express",51-200,133575
NaN,india,Some College,,"React, Laravel",201-1000,110756
0,Australia,Bachelors,"JavaScript, Java","Express, Express",1-10,44570
27,Singapore,High School,"Rust, Go",,11-50,123492
32,Canada,Masters,"C++, C++","Angular, Ruby on Rails",201-1000,179379
18,UK,Some College,"C#, Go","Flask, Angular",5000+,103342
39,Germany,,"Rust, PHP","Django, Spring",11-50,181681
18,USA,Bachelors,"C++, Rust","Spring, Express",5000+,182644
14,USA,Bachelors,"JavaScript, Ruby",,1001-5000,109117
16,UK,Bachelors,"Python, PHP","Laravel, Vue",5000+,102361
32,CANADA,Masters,"Rust, Ruby",,1-10,184048
14,USA,Bachelors,"Python, Rust","Django, React",5000+,144320
9,Japan,,"Swift, Go","ASP.NET, Spring",1-10,65998
34,India,Some College,"Go, Python","Ruby on Rails, Ruby on Rails",201-1000,125516
4,USA,Bachelors,,"Angular, Spring",5000+,98824
30,Germany,Some College,"JavaScript, Java","Laravel, Ruby on Rails",11-50,173183
19,USA,Bachelors,"PHP, Rust","Angular, Ruby on Rails",1001-5000,149657
18,USA,Bachelors,"Python, C#","Angular, Flask",1-10,147969
37,Canada,,"C#, Swift","Vue, Flask",1-10,145979
8,India,Bachelors,"PHP, Java","ASP.NET, Django",1001-5000,35931
40,Germany,Masters,"JavaScript, JavaScript","Vue, Spring",11-50,172234
30,Germany,Some College,,"Flask, Laravel",51-200,175902
35,Germany,Some College,"Swift, Rust","Express, Express",11-50,154168
16,France,Bachelors,"Java, Rust","Spring, Express",1001-5000,108369
-7,UK,Bachelors,"C#, JavaScript","ASP.NET, Ruby on Rails",1-10,87913
12,Australia,Bachelors,"Rust, PHP","Laravel, Django",51-200,102011
34,USA,Bachelors,,"React, Spring",1-10,164400
19,India,Bachelors,,"Express, Spring",51-200,69080
14,France,Bachelors,"Go, Rust","Express, Flask",11-50,99902
40,USA,Masters,"JavaScript, JavaScript","Vue, Laravel",201-1000,194043
34,Germany,Masters,"PHP, Ruby","Angular, Angular",11-50,
39,USA,Masters,"C++, Ruby","Angular, Express",5000+,209284
,Canada,Masters,"C++, PHP","Ruby on Rails, React",51-200,69529
9,Japan,Masters,"C++, Swift","Angular, Django",51-200,104274
29,canada,Bachelors,"Java, C++","Angular, Angular",51-200,124094
35,USA,Masters,,"Flask, Flask",11-50,220975
missing,USA,Bachelors,"Ruby, Swift","React, ASP.NET",1001-5000,125505
15,UK,,"Python, PHP","React, Django",1001-5000,95528
27,USA,Bachelors,"Java, C++","Express, ASP.NET",1001-5000,180346
7,Germany,High School,"Go, Go","Express, Angular",1-10,78897
16,UK,Bachelors,"JavaScript, Rust","Django, Vue",1001-5000,123440
2,USA,PhD,,"React, Spring",11-50,129346
6,USA,,"Ruby, C#",,1001-5000,
4,USA,Bachelors,,"ASP.NET, Django",11-50,92404
6,USA,Masters,"JavaScript, Rust","React, Laravel",1001-5000,112057
unknown,USA,Bachelors,"JavaScript, C++","Express, Angular",1-10,191826
,USA,Masters,"C#, Java","ASP.NET, ASP.NET",51-200,130547
6,USA,,"Swift, Python","React, Express",5000+,115684
11,Brazil,Bachelors,"C++, JavaScript","Vue, Angular",1001-5000,70586
38,USA,Bachelors,"Ruby, Ruby","Express, Vue",5000+,207248
29,France,Bachelors,,"React, Ruby on Rails",1-10,116924
17,USA,,"Go, Ruby","ASP.NET, Express",5000+,195101
17,Germany,Masters,"Python, Go","ASP.NET, Laravel",201-1000,142872
,USA,Bachelors,"JavaScript, JavaScript","Vue, Django",5000+,159251
38,Germany,Bachelors,"Python, Python","React, ASP.NET",11-50,163628
14,USA,  Masters  ,"Swift, C++","Django, Flask",51-200,157634
25,India,Masters,"JavaScript, Java","Angular, Express",5000+,99764
35,USA,Bachelors,"Swift, Python",,5000+,200336
12,Canada,,"C++, Rust","Vue, Spring",11-50,108848
40,USA,Some College,"JavaScript, Ruby","Express, Express",1-10,197941
13,USA,Masters,"JavaScript, Go","Express, React",201-1000,136457
12,USA,Some College,"Ruby, Rust",,1-10,139294
26,USA,Bachelors,"C#, C#","Angular, ASP.NET",51-200,unknown
2,USA,PhD,"C++, Go","Spring, React",51-200,112108
30,Germany,Masters,"C#, Ruby","ASP.NET, Laravel",1-10,175894
17,Japan,Some College,"Rust, Rust","Vue, Ruby on Rails",51-200,82596
10,USA,Bachelors,"C#, C++","Vue, Angular",1-10,114809
26,Australia,,"C++, C#","Vue, Spring",5000+,133490
4,USA,Some College,"PHP, Ruby","ASP.NET, Laravel",1-10,102901
24,Germany,Masters,"Java, Swift","Express, Laravel",1001-5000,
37,USA,Masters,"PHP, Java","Django, Ruby on Rails",51-200,169747
0,uk,Bachelors,"C#, Ruby","Ruby on Rails, Spring",201-1000,49888
2,AU,PhD,"Python, Swift","Laravel, Vue",5000+,96694
1,USA,,,"Flask, Angular",1001-5000,-
2,Canada,Bachelors,"Rust, C#","Django, Express",1-10,63198
35,Brazil,Bachelors,"Go, C#","Vue, Spring",201-1000,166708
37,USA,Masters,"C#, Go","Flask, Spring",201-1000,219834
38,USA,Bachelors,"JavaScript, Ruby","Express, Laravel",201-1000,195145
38,India,Bachelors,"Rust, PHP","ASP.NET, React",201-1000,133633
15,USA,Bachelors,"Rust, Java","ASP.NET, Django",11-50,121530
37,Australia,,"Swift, Python","Angular, ASP.NET",5000+,169924
25,France,Bachelors,"C++, C++","Express, ASP.NET",11-50,129418
3,USA,Masters,"PHP, Swift","Express, Express",51-200,105357
29,France,PhD,"C++, Java","Vue, Ruby on Rails",1001-5000,130073
5,brazil,Some College,"Python, JavaScript","Ruby on Rails, Angular",1-10,58646
12,India,Bachelors,,"Spring, Spring",51-200,48560
3,India,Masters,"Swift, JavaScript","React, ASP.NET",5000+,51516
7,USA,Bachelors,"C++, Swift","Laravel, Express",51-200,129296
21,Australia,Bachelors,"JavaScript, JavaScript","Angular, Angular",5000+,148684
,Canada,Master,"PHP, JavaScript","Ruby on Rails, Ruby on Rails",1-10,66960
7,USA,Bachelors,"Python, C#","React, Ruby on Rails",5000+,126755
24,USA,Some College,"C++, Python","Django, React",51-200,192475
20,France,Bachelors,"PHP, Java","React, Flask",1-10,106959
5,USA,Bachelors,"Go, Java","Spring, Express",51-200,125938
26,CA,,"Python, Rust","ASP.NET, Flask",51-200,130128
39,USA,Bachelors,,"Flask, Flask",51-200,188631
16,USA,Masters,"Rust, Swift","Vue, Spring",201-1000,121362
26,France,Some College,"Java, Python",,11-50,140797
17,Brazil,BACHELORS,"Rust, Java","React, Django",1-10,100755
9,UK,Masters,"JavaScript, Rust","React, Laravel",5000+,101678
31,Canada,PhD,"Python, Java","ASP.NET, Vue",5000+,195356
4,Japan,Bachelors,"C++, Swift","Django, Vue",51-200,60500
-1,France,Masters,"JavaScript, Rust","Spring, Spring",1-10,149869
38,USA,Bachelors,"Go, Rust","Ruby on Rails, Spring",11-50,206716
2,UK,,"PHP, C++","Spring, Flask",1-10,73129
n/a,USA,Bachelors,"Ruby, Ruby","Vue, Ruby on Rails",5000+,1493251
35,france,Some College,"PHP, Python","Django, Laravel",1-10,128852
14,USA,Some College,"Rust, Python","Express, Ruby on Rails",5000+,143093
13,India,Bachelors,"Rust, Ruby","Express, Spring",51-200,62571
14,Japan,Bachelors,"Go, PHP","Django, Django",11-50,95751
14,UK,Some College,"Ruby, Rust","Vue, Spring",11-50,92285
33,UK,Masters,"JavaScript, PHP","Spring, Ruby on Rails",11-50,171503
23,France,High School,"JavaScript, Ruby",,1-10,109584
NA,India,Bachelors,"Java, PHP","Angular, Angular",51-200,101538
38,India,Masters,"JavaScript, Rust","Angular, ASP.NET",201-1000,143888
17,SINGAPORE,PhD,"JavaScript, PHP","Ruby on Rails, Laravel",51-200,124083
22,India,Bachelors,"Rust, Go","Vue, Express",201-1000,79364
28,USA,Masters,"Python, Python","Vue, React",1-10,199660
22,Canada,Masters,"Python, Python","React, Express",51-200,144746
,USA,Masters,"Rust, Go","Flask, Ruby on Rails",5000+,187504
15,Germany,Bachelors,"Ruby, C++",,5000+,122070
9,USA,Bachelors,"Go, C++","React, ASP.NET",11-50,136804
19,UK,Masters,"JavaScript, Swift","Express, Flask",201-1000,104442
27,Brazil,PhD,"JavaScript, Swift","Angular, Vue",201-1000,172230
14,USA,Bachelors,"JavaScript, Python","Ruby on Rails, Vue",1001-5000,129613
10,Germany,Bachelors,,"Angular, Flask",1-10,101450
1,USA,Bachelors,"Python, Rust",,51-200,91821
8,UK,,"Ruby, PHP","Ruby on Rails, Spring",1001-5000,88069
2,Japan,Bachelors,"Ruby, Ruby","Express, ASP.NET",11-50,724473
33,United States,Bachelors,"Swift, Java","React, Vue",11-50,160351
15,USA,PhD,"Rust, Go","Spring, Angular",51-200,175802
8,Germany,Bachelors,"Swift, Python","Flask, Angular",1-10,97682
6,Germany,Bachelors,,"Angular, Angular",51-200,84654
29,Canada,Masters,"Swift, Java","Vue, Spring",201-1000,149688
39,USA,Bachelors,"Rust, JavaScript","Angular, Express",5000+,248420
23,Canada,Masters,"C++, Go","ASP.NET, Django",11-50,135267
19,USA,Bachelors,"Go, C#","React, React",51-200,126470
25,USA,Masters,"JavaScript, PHP","Angular, Express",11-50,166135
,UK,PhD,"Go, JavaScript","Angular, Ruby on Rails",201-1000,128157
0,UK,MASTERS,"Swift, Swift","Vue, ASP.NET",51-200,73326
17,India,Bachelors,"C++, JavaScript","Express, Vue",11-50,75689
36,India,Bachelors,"Swift, Rust","React, Vue",1-10,?
9,Japan,Some College,,"React, Spring",1-10,
9,Canada,Masters,"Go, Rust","Angular, Angular",1001-5000,106011
5,BRAZIL,Bachelors,"Python, Rust","React, ASP.NET",201-1000,69493
20,USA,Masters,"Python, PHP","Express, Express",51-200,173548
40,INDIA,Masters,"Go, JavaScript","Vue, Ruby on Rails",5000+,170185
12,UK,Bachelors,"C++, Swift","ASP.NET, React",201-1000,92595
10,India,Bachelors,"PHP, PHP",,11-50,43188
-4,Canada,,"C#, Java","Django, Spring",1001-5000,199594
17,Japan,Masters,"C#, JavaScript","Vue, ASP.NET",11-50,97251
14,USA,Bachelors,"PHP, Java","Spring, Flask",5000+,161967
25,USA,Bachelors,"JavaScript, Swift","Vue, Flask",51-200,197887
3,France,Bachelors,"Rust, Swift",,1001-5000,63774
19,Germany,,,"Spring, Vue",5000+,169890
19,UK,Masters,"Python, C++","Spring, Angular",201-1000,132624
29,India,Bachelors,"Java, Rust","Django, Spring",5000+,NaN
40,USA,PhD,"JavaScript, Ruby","Spring, Angular",51-200,185873
27,Germany,Masters,"Swift, Python","Angular, Flask",1-10,121427
20,UK,PhD,"C#, Rust","Flask, Ruby on Rails",1001-5000,130977
6,USA,Some College,"Ruby, Rust","Angular, React",201-1000,
-,Germany,Masters,"Go, Python",,5000+,131811
33,Australia,Some College,,,11-50,150131
13,USA,Bachelors,"Ruby, JavaScript","Flask, Express",51-200,144381
0,USA,Bachelors,"JavaScript, Java","React, Spring",11-50,92583
39,France,Bachelors,"C++, Python",,5000+,165992
6,USA,Bachelor,"Swift, Go","Express, Vue",51-200,119767
32,USA,Masters,"Java, C#","Django, Flask",1001-5000,177542
24,USA,Masters,"Go, JavaScript","Laravel, Express",201-1000,159421
10,Singapore,Masters,,"Vue, Laravel",51-200,96075
17,India,Masters,,"Flask, Express",1001-5000,
6,USA,Bachelors,"JavaScript, PHP","Flask, Express",1001-5000,112845
39,USA,Masters,"Java, Swift","Laravel, Spring",1-10,n/a
27,Canada,Bachelors,"Go, Swift","Spring, Spring",201-1000,168775
34,Japan,Bachelors,"Python, Ruby","Laravel, ASP.NET",201-1000,160836
11,USA,High School,,"Flask, Express",1-10,114515
14,USA,Bachelors,"Java, Go","Angular, Flask",1001-5000,156284
30,India,Masters,"Go, C#","Spring, Angular",1001-5000,106630
20,USA,Masters,"Ruby, JavaScript",,201-1000,182107
32,Germany,PhD,"C++, C#","Vue, Spring",51-200,196587
11,Germany,,"Swift, JavaScript","Vue, Ruby on Rails",5000+,88362
25,UK,Masters,"Ruby, C++","ASP.NET, Ruby on Rails",1-10,127850
12,Australia,Bachelors,"Ruby, Python","Laravel, Spring",201-1000,-15243
31,Germany,Bachelors,"C#, Rust","Ruby on Rails, ASP.NET",5000+,170680
,USA,Bachelors,"C#, Go","Ruby on Rails, Laravel",1-10,168416
35,USA,Bachelors,"C++, Rust","Spring, Flask",5000+,201161
NA,India,Bachelors,,"React, Django",1001-5000,
14,India,,"Swift, JavaScript","Angular, React",51-200,76159
31,Australia,Masters,"C#, Rust","Angular, Flask",5000+,154566
16,Canada,MASTERS,"C#, Python","Vue, Ruby on Rails",51-200,112499
22,Australia,,,,5000+,106941
9,USA,Bachelors,"Java, Ruby","Django, Vue",1001-5000,124010
21,Australia,Bachelors,"C#, Python","Vue, ASP.NET",11-50,121151
14,Japan,Bachelors,"Rust, Swift","Vue, Ruby on Rails",1001-5000,75389
13,USA,Bachelors,"Java, C#","Ruby on Rails, Flask",1001-5000,113098
10,UK,Bachelors,"Swift, JavaScript","Flask, Django",11-50,102206
26,Japan,Bachelors,"PHP, C++","React, Express",5000+,130384
34,India,Master's,"Java, Java","Laravel, Ruby on Rails",5000+,167002
30,Japan,Bachelors,"Ruby, C++","Ruby on Rails, Vue",11-50,123832
23,Australia,High School,"Go, Rust","Express, Laravel",11-50,141975
3,Japan,Bachelors,"Python, JavaScript","Flask, Express",51-200,48632
null,Brazil,Bachelors,"Go, Ruby","Vue, Vue",51-200,45851
31,Canada,High School,"Ruby, Ruby","Django, Spring",5000+,174392
30,USA,Bachelors,"Java, PHP","React, Django",201-1000,158460
20,Brazil,Masters,"Java, Java","Ruby on Rails, Express",51-200,101959
14,  USA  ,Some College,,"ASP.NET, Ruby on Rails",5000+,160515
37,Germany,Masters,"Rust, Python","Django, Angular",5000+,182986
13,Australia,Bachelors,"C#, Ruby",,1001-5000,105001
,USA,Masters,,"ASP.NET, Django",51-200,184429
4,Brazil,Masters,"Python, PHP","React, Flask",5000+,73312
26,USA,Bachelors,"Java, Rust",,5000+,147556
24,USA,Bachelors,"Python, Swift","Angular, Spring",5000+,143059
39,Japan,Bachelors,"C++, Java","Laravel, Flask",1-10,159609
26,Canada,Masters,,"React, Angular",201-1000,168580
39,USA,Bachelors,"Go, Rust","ASP.NET, React",1001-5000,204718
17,UK,Bachelors,"PHP, JavaScript","Django, ASP.NET",201-1000,122648
8,Canada,,"Go, JavaScript","Vue, Spring",11-50,95290
N/A,Japan,Bachelors,"Rust, Go","Ruby on Rails, Vue",1001-5000,89380
,UK,Bachelors,"Rust, C#","Flask, Ruby on Rails",201-1000,94744
13,France,Bachelors,"Java, Python","Django, Angular",1-10,82925
2,Canada,Masters,"Swift, Rust","Express, Laravel",11-50,88468
28,UK,Bachelors,"Swift, Swift","Spring, Django",51-200,155109
16,Canada,Masters,"Rust, C#","React, Vue",11-50,139459
34,USA,Bachelors,"Python, JavaScript","ASP.NET, Spring",1-10,N/A
33,Japan,Bachelor's,"Rust, Java","Django, Express",5000+,176480
15,Australia,Bachelor's,"Rust, Ruby","Angular, Flask",201-1000,94449
17,USA,Bachelors,"Java, PHP","Ruby on Rails, React",11-50,124144
